ReviewId,SentenceId,Sentence,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:2,The sound is great and it's fast.,"['MULTIMEDIA_DEVICES', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:3,I had a number of updates to do and customization.,[],[],[]
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:4,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.","['LAPTOP', 'DISPLAY', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['positive', 'positive', 'positive']"
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:5,The touch screen response is fast and it picks up bluetooth and wifi FAST.,"['DISPLAY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'CONNECTIVITY']","['positive', 'positive']"
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:6,"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","['SOFTWARE', 'LAPTOP']","['MISCELLANEOUS', 'DESIGN_FEATURES']","['neutral', 'neutral']"
B00KB3MXH4_16_A159MX2ZLCCFU2,B00KB3MXH4_16_A159MX2ZLCCFU2:7,It's exactly like the picture and I AM SATISFIED.,"['LAPTOP', 'LAPTOP']","['MISCELLANEOUS', 'GENERAL']","['positive', 'positive']"
B00KB3MXH4_19_A3N8I2LSC8VQF3,B00KB3MXH4_19_A3N8I2LSC8VQF3:0,Great laptop light and very versatile,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'USABILITY']","['positive', 'positive', 'positive']"
B00KMRGF28_13_A29X881WVJ8402,B00KMRGF28_13_A29X881WVJ8402:0,it was easy to set up.,['LAPTOP'],['USABILITY'],['positive']
B00KMRGF28_13_A29X881WVJ8402,B00KMRGF28_13_A29X881WVJ8402:1,I like the number pad for work so that's nice,['KEYBOARD'],['DESIGN_FEATURES'],['positive']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:0,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",['LAPTOP'],['GENERAL'],['positive']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:1,"It took some getting used to on the Widows 8.1, after being an XP user for many years.",['OS'],['USABILITY'],['neutral']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:2,Everything seems to be running smoothly.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:3,Only downfall is the preloaded McAfee and other software.,"['SOFTWARE', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES']","['negative', 'negative']"
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:4,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","['SOFTWARE', 'SOFTWARE']","['GENERAL', 'MISCELLANEOUS']","['positive', 'negative']"
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:5,"Device is light weight, quiet during operation and produces little to no heat.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'QUALITY']","['positive', 'positive']"
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:6,It has a quick start up and shut down time.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:7,The display is good quality.,['DISPLAY'],['QUALITY'],['positive']
B00KMRGF28_145_A1X3Y4R5C1S4JH,B00KMRGF28_145_A1X3Y4R5C1S4JH:8,Just wish there were more USB ports.,['LAPTOP'],['DESIGN_FEATURES'],['negative']
B00KMRGF28_31_AQRNSQCH3NRA5,B00KMRGF28_31_AQRNSQCH3NRA5:0,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE', 'QUALITY']","['positive', 'positive', 'positive']"
B00KMRGF28_31_AQRNSQCH3NRA5,B00KMRGF28_31_AQRNSQCH3NRA5:1,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY', 'GENERAL']","['positive', 'positive', 'positive']"
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:0,It's so damn good I bought 2 :D,['LAPTOP'],['GENERAL'],['positive']
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:1,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",['LAPTOP'],['MISCELLANEOUS'],['positive']
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:2,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'MISCELLANEOUS']","['neutral', 'negative']"
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:3,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive']"
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:4,I would recommend this to anyone who doesn't need much out of a computer.,['LAPTOP'],['MISCELLANEOUS'],['positive']
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:5,Bought a spare one for college and one for my mom :D,[],[],[]
B00KMRGF28_96_A17B83D5U1E5W2,B00KMRGF28_96_A17B83D5U1E5W2:6,Happy shopping guys,[],[],[]
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:0,I am very happy with this computer.,['LAPTOP'],['GENERAL'],['positive']
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:1,"It is exactly what I expected, and the price is excellent!","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'positive']"
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:2,"You are getting what you pay for and in my opinion, it is worth more.","['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'positive']"
B00KMRGF28_97_A2F819YX0XJ5Y1,B00KMRGF28_97_A2F819YX0XJ5Y1:3,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['positive', 'positive']"
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:0,Its a very basic laptop.,['LAPTOP'],['MISCELLANEOUS'],['neutral']
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:1,"I thought it would have a CD-rom drive, but there isnt one.",['LAPTOP'],['DESIGN_FEATURES'],['negative']
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:2,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'CONNECTIVITY']","['negative', 'negative']"
B00KMRGF28_98_A1YYZDBT4D9GEA,B00KMRGF28_98_A1YYZDBT4D9GEA:3,But for the price its good.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['positive', 'neutral']"
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:0,Other than the slow CPU it works great for everyday use.,"['CPU', 'LAPTOP']","['OPERATION_PERFORMANCE', 'MISCELLANEOUS']","['negative', 'positive']"
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:1,Heavy gaming is definitely not it's strong point.,['LAPTOP'],['MISCELLANEOUS'],['negative']
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:2,The cover is a soft rubber texture without the friction.,['LAPTOP'],['QUALITY'],['positive']
B00FU83YWS_29_A12BQH3ETKAFX1,B00FU83YWS_29_A12BQH3ETKAFX1:3,Slick design and looks great.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:0,"The machine is easy to use, has the power it needs for personal use and some light professional work.","['LAPTOP', 'LAPTOP']","['USABILITY', 'MISCELLANEOUS']","['positive', 'positive']"
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:1,"It could be lighter, but couldn't everything.",['LAPTOP'],['DESIGN_FEATURES'],['neutral']
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:2,The battery seems adequate for most uses ~ 4.5 hour use/charge.,['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:3,Screen is clear and bright.,['DISPLAY'],['QUALITY'],['positive']
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:4,Glad it has the DVD drive.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
B00FU83YWS_19_A1MBI7JFXKWNWS,B00FU83YWS_19_A1MBI7JFXKWNWS:5,Perfectly adequate.,['LAPTOP'],['GENERAL'],['positive']
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:0,Great PC.,['LAPTOP'],['GENERAL'],['positive']
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:1,"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","['LAPTOP', 'MEMORY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'MISCELLANEOUS']","['positive', 'positive', 'positive']"
B00D7Z84OY_18_A293J8GU1DRRJ5,B00D7Z84OY_18_A293J8GU1DRRJ5:2,Great sound quality too.,['MULTIMEDIA_DEVICES'],['QUALITY'],['positive']
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:0,Nice laptop.,['LAPTOP'],['GENERAL'],['positive']
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:1,"I use it for school, its quick and has everything I need on it.","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['positive', 'positive']"
B00KMRGF28_212_A22IB8C8G5YVZD,B00KMRGF28_212_A22IB8C8G5YVZD:2,Good battery life as well.,['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:0,Wifi card not working right out of the box.,"['LAPTOP', 'HARDWARE', 'HARDWARE']","['CONNECTIVITY', 'QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative', 'negative']"
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:1,Dealing with HP support is a ridiculous and painful experience.,['SUPPORT'],['QUALITY'],['negative']
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:2,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",['SUPPORT'],['QUALITY'],['negative']
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:3,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",['SUPPORT'],['QUALITY'],['negative']
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:4,"Seriously, save yourself the hassle and purchase from a different company.",['COMPANY'],['GENERAL'],['negative']
B00D7Z84OY_6_A3LVQPXOZD4VIT,B00D7Z84OY_6_A3LVQPXOZD4VIT:5,"Used to love HP products, but this has soured me on the whole company.","['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['negative', 'negative']"
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:0,By far the best laptop I've ever had.,['LAPTOP'],['GENERAL'],['positive']
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:1,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.","['LAPTOP', 'DISPLAY', 'BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'QUALITY', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['positive', 'positive', 'positive', 'neutral']"
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:2,"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",['LAPTOP'],['DESIGN_FEATURES'],['negative']
B0096VDM8G_57_A2MZ152WGRBXCC,B0096VDM8G_57_A2MZ152WGRBXCC:3,I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,['COMPANY'],['GENERAL'],['neutral']
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:0,The product is average and works well.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['neutral', 'positive']"
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:1,Works at a decent speed.,['LAPTOP'],['OPERATION_PERFORMANCE'],['neutral']
B00KMRGF28_158_A290OAUA8EAMP3,B00KMRGF28_158_A290OAUA8EAMP3:2,The mouse pad however is very loud which is why i gave it four stars.,['MOUSE'],['QUALITY'],['negative']
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:0,I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,['LAPTOP'],['GENERAL'],['positive']
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:1,"I was very impressed by the sellers speedy two-day delivery, which was free!",[],[],[]
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:2,"My laptop was easy to set-up, and I've had no problems to date.","['LAPTOP', 'LAPTOP']","['USABILITY', 'GENERAL']","['positive', 'positive']"
B00KMRGF28_172_A1RJ2J18DI98FG,B00KMRGF28_172_A1RJ2J18DI98FG:3,Thank you!,[],[],[]
B00FU83YWS_25_A3504VWFA6UMTO,B00FU83YWS_25_A3504VWFA6UMTO:0,Did not disappoint me at all.,['LAPTOP'],['GENERAL'],['positive']
B00FU83YWS_25_A3504VWFA6UMTO,B00FU83YWS_25_A3504VWFA6UMTO:1,Lenovo is the best laptop.,['LAPTOP'],['GENERAL'],['positive']
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:0,Built in mike is really poor and unusable for Skype or any other purpose.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['QUALITY', 'USABILITY']","['negative', 'negative']"
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:1,And the only microphone input is for a combo Mike/Speaker plug.,['LAPTOP'],['DESIGN_FEATURES'],['negative']
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:2,So to communicate I need to wear ear plugs or a headset with a built-in mike.,['LAPTOP'],['USABILITY'],['negative']
B00FU83YWS_26_A3I7Q5Y8IIS1YE,B00FU83YWS_26_A3I7Q5Y8IIS1YE:3,That's a nuisance for family Skype calls...only one can speak at a time.,['LAPTOP'],['USABILITY'],['negative']
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:0,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",['LAPTOP'],['GENERAL'],['positive']
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:1,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,['KEYBOARD'],['USABILITY'],['positive']
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:2,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",['KEYBOARD'],['GENERAL'],['positive']
B00FU83YWS_20_ANRBJAFRZR1M8,B00FU83YWS_20_ANRBJAFRZR1M8:3,We like this new laptop -- a lot!,['LAPTOP'],['GENERAL'],['positive']
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:0,Very good performer for the price.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PRICE']","['positive', 'neutral']"
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:1,"Not blazing fast, but quick enough.",['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:2,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,"['LAPTOP', 'SOFTWARE', 'COMPANY']","['DESIGN_FEATURES', 'MISCELLANEOUS', 'GENERAL']","['positive', 'positive', 'positive']"
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:3,The desktop was clean once I got it up and running.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:4,"Battery life is above average, and it charges quickly.",['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:5,Keyboard is sturdy.,['KEYBOARD'],['QUALITY'],['positive']
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:6,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.","['MOUSE', 'MOUSE']","['DESIGN_FEATURES', 'USABILITY']","['neutral', 'neutral']"
B00FU83YWS_36_A21F9QHZIQH13I,B00FU83YWS_36_A21F9QHZIQH13I:7,I will be considering Lenovo for all future laptop purchases.,['COMPANY'],['GENERAL'],['positive']
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:0,This lap top is good so far.,['LAPTOP'],['GENERAL'],['positive']
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:1,It is quiet runs smoothly.,"['LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:2,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:3,Actually streams better than my regular desk top computer.,[],[],[]
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:4,"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",['LAPTOP'],['QUALITY'],['neutral']
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:5,Now I lay a pillow on my lap first.,[],[],[]
B00FU83YWS_37_A1BEVTJDXGMJ5I,B00FU83YWS_37_A1BEVTJDXGMJ5I:6,Problem solved.,[],[],[]
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:0,ouch.,[],[],[]
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:1,it stopped working 31 days after purchase.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative']"
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:2,i just tried to restart it.,[],[],[]
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:3,i hope they can fix it somehow.,[],[],[]
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:4,it was slow and might be problematic.,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['negative', 'negative']"
B00FU83YWS_5_A32LJA5R33Y631,B00FU83YWS_5_A32LJA5R33Y631:5,i would shop around for a better one.,['LAPTOP'],['GENERAL'],['negative']
B00FU83YWS_64_A3DGGMIJIKUS2O,B00FU83YWS_64_A3DGGMIJIKUS2O:0,CRASHED only 2 days from getting it!!!!,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative']"
B00FU83YWS_64_A3DGGMIJIKUS2O,B00FU83YWS_64_A3DGGMIJIKUS2O:1,Says it is failing hard drive.,['HARD_DISC'],['QUALITY'],['negative']
B00FU83YWS_64_A3DGGMIJIKUS2O,B00FU83YWS_64_A3DGGMIJIKUS2O:2,Going to see what lenovo does.,[],[],[]
B00FU83YWS_64_A3DGGMIJIKUS2O,B00FU83YWS_64_A3DGGMIJIKUS2O:3,I should have bought something better.,['LAPTOP'],['GENERAL'],['negative']
B00KMRGF28_79_A2BQP7V50CE1BM,B00KMRGF28_79_A2BQP7V50CE1BM:0,"The PC is works well with a good battery and a power cable, and has a web cam.","['LAPTOP', 'BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['positive', 'positive', 'positive']"
B00KMRGF28_79_A2BQP7V50CE1BM,B00KMRGF28_79_A2BQP7V50CE1BM:1,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY', 'CONNECTIVITY']","['negative', 'negative', 'negative']"
B00KMRGF28_200_A1SHTXCLHRR3TT,B00KMRGF28_200_A1SHTXCLHRR3TT:0,Got it for my wife.,[],[],[]
B00KMRGF28_200_A1SHTXCLHRR3TT,B00KMRGF28_200_A1SHTXCLHRR3TT:1,"Other than a hate of windows 8, she just loves it.","['LAPTOP', 'OS']","['GENERAL', 'GENERAL']","['positive', 'negative']"
B00KMRGF28_224_A2BW7RFR3C267G,B00KMRGF28_224_A2BW7RFR3C267G:0,This is not my first Dell laptop.,[],[],[]
B00KMRGF28_224_A2BW7RFR3C267G,B00KMRGF28_224_A2BW7RFR3C267G:1,"I've owned other models, as well.",[],[],[]
B00KMRGF28_224_A2BW7RFR3C267G,B00KMRGF28_224_A2BW7RFR3C267G:2,This one doesn't seem to be the same quality as ones I have purchased before.,[],[],[]
B00KMRGF28_224_A2BW7RFR3C267G,B00KMRGF28_224_A2BW7RFR3C267G:3,The plastic materials are rather cheap.,['LAPTOP'],['QUALITY'],['negative']
B0096VDM8G_88_A32QNAMOSUG1HS,B0096VDM8G_88_A32QNAMOSUG1HS:0,LOVE IT!,['LAPTOP'],['GENERAL'],['positive']
B0096VDM8G_88_A32QNAMOSUG1HS,B0096VDM8G_88_A32QNAMOSUG1HS:1,NEEDS MORE INSTRUCTIONS WITH IT,['LAPTOP'],['MISCELLANEOUS'],['negative']
B00AH4A950_5_A2GV12LV1OMGT1,B00AH4A950_5_A2GV12LV1OMGT1:0,"I'm very happy with my Acer, it does just for what I need it.",['LAPTOP'],['GENERAL'],['positive']
B00AH4A950_5_A2GV12LV1OMGT1,B00AH4A950_5_A2GV12LV1OMGT1:1,Even the sound is fantastic,['MULTIMEDIA_DEVICES'],['QUALITY'],['positive']
B00D7Z84OY_48_A2XVST4DRWHUO2,B00D7Z84OY_48_A2XVST4DRWHUO2:0,I love this laptop.,['LAPTOP'],['GENERAL'],['positive']
B00D7Z84OY_48_A2XVST4DRWHUO2,B00D7Z84OY_48_A2XVST4DRWHUO2:1,Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
B00D7Z84OY_48_A2XVST4DRWHUO2,B00D7Z84OY_48_A2XVST4DRWHUO2:2,"Although I've had it for less than a week, I am very satisfied.",['LAPTOP'],['GENERAL'],['positive']
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:0,Functions well.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ,B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:1,Does all that was advertised.,['LAPTOP'],['GENERAL'],['positive']
B0096VDM8G_85_A333WUOS73QYJ6,B0096VDM8G_85_A333WUOS73QYJ6:0,"If it had a 4,5 star option, that is what I would give.",['LAPTOP'],['GENERAL'],['positive']
B0096VDM8G_85_A333WUOS73QYJ6,B0096VDM8G_85_A333WUOS73QYJ6:1,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...","['LAPTOP', 'DISPLAY', 'LAPTOP', 'LAPTOP']","['QUALITY', 'GENERAL', 'CONNECTIVITY', 'USABILITY']","['positive', 'positive', 'negative', 'negative']"
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:0,I just bought this laptop yesterday.,[],[],[]
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:1,This is how I feel about the laptop so far:,[],[],[]
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:2,1.Great display.,['DISPLAY'],['GENERAL'],['positive']
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:3,Love the color accuracy.,['DISPLAY'],['QUALITY'],['positive']
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:4,2.Very decent speakers.,['MULTIMEDIA_DEVICES'],['GENERAL'],['positive']
B0096VDM8G_65_A1AQ8JT2A3UWMY,B0096VDM8G_65_A1AQ8JT2A3UWMY:5,3.Fairly fast.,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
